// Calibration coefficients for GSFMA305
// First column detector ID, then offsets for energy & time
// PID=aE^2+bE+c
// Fifth column a, then b and c
// c is subtracted in gscand, offsets for E and t are added
// Seventh column is pedestal for energy
//
//
//
//  Do not delete or remove the first ten lines of this file.
96
1  	-20	0	-0.000193284	00.760033	31.399	       0
2  	-32	0	0		0		0	       0
3  	70	0	0		0		0	       0
4  	0	0	0		0		0	       0
5  	100	0	0		0		0	       0
6  	0	0	0		0		0	       0
7	10	0	-11.31776e-05	0.719096	010.612	       0
9	0	0	-9.05755e-05	0.708121	040.0967       0
8	0	0	-5.83524e-05	0.706904	040.3831       0
10  	0	0	0		0		0	       0
11	0	0	-7.64513e-05	0.719769	46.7773	       0
12	0	0	-6.35068e-05	0.667393	43.0993	       0
13	0	0	-6.46818e-05	0.697224	042.2476       0
14	0	0	-1.08187e-05	0.643364	039.4209       0
15	0	0	0	0	0	0
16	-16	0	-2.07395e-05 	0.651509	-53.1141       315
17	0	0	-6.53241e-07	0.664827	031.8891       0
18	0	0	03.69811e-06	0.697078	-9.58622       0
19	0	0	-1.94121e-05	0.689992	014.2149       75
20	13	0	-9.83372e-05	0.874221	-38.3685       0
21	0	0	-8.16379e-05	0.793411	51.6824	       54
22	0	0	-0.00010863	0.788454	20.5455	       0
23	0	0	-9.85777e-05	0.744585	25.6128	       0
24	0	0	-8.00362e-05	0.738612	31.8616	       0
25	-66	0	-6.36492e-05	0.752833	39.0000	       198
26	-20	0	-6.87733e-05	0.737591	-3.87915       213
27	0	0	-4.55342e-05	0.729771	-8.3204	       0
28	-5	0	-4.3286e-05	0.723339	-17.8334       0
29	0	0	-7.10521e-05	0.758961	029.469	       45
30	0	0	-4.51893e-05	0.665954	31.2903	       42
31	0	0	6.7525e-05	0.695459	26.0184	       36
32	0	0	-1.87874e-05	0.67947		26.5179        51
33	0	0	04.47794e-06	0.653002	037.6182       45
34	0	0	3.83442e-05	0.760231	0.415155       102
35	0	0	-4.42249e-05	0.680109	33.989	       0
36	-6.1912	0	-0.000109313	0.721980	00.418542      141
37	0	0	02.13717e-06	0.735970	-2.76322       177
38	-3	0	-3.14865e-06	0.714301	5.84877        102
39	0	0	-5.35561e-05	0.647008	42.0723        39
40	0	0	-2.27207e-06	0.675039	03.89519       0
41	0	0	-2.97914e-05	0.68978 	043.8776       36
42	0	0	-6.96971e-05	0.6969  	050.6241       45
43	0	0	-6.75409e-05	0.721508	043.6903       39
44	0	0	-7.40547e-05	0.700578	042.0014       60
45	0	0	-6.89953e-05	0.751018	019.7607       0
46	0	0	-7.23535e-05	0.702392	-8.29128       0
47	0	0	-3.81584e-05	0.690094	-11.2107       24
48	0	0	5.94665e-05	0.577633	0.461477       57
49	0	0	-7.65098e-05	0.729155 	-17.5735       195
50	0	0	-8.40007e-05	0.761771	028.1673       51
51	-16.109	0	-7.53644e-05	0.726839	-20.4848       258
52	-9.2716	0	-5.40539e-05	0.677805	-21.303        216
53  	0	0	-4.17209e-05	0.750282	-15.7741       207
54 	0	0	-2.43049e-05	0.672879	018.2867       93
55	-10.549	0	-0.000132023	0.767877	-28.627        258
56  	0	0	-6.70847e-05	0.711554	013.4576       123
57	0	0	-6.4898e-05	0.758171	018.7924       75
58  	0	0	-0.000117491	0.794414	022.85	       72
59	0	0	-9.35477e-05	0.729158	09.75687       57
60	0	0	-6.52374e-05	0.749812	016.5961       84
61	0	0	-0.000116474	0.76238 	021.4009       102
62	0	0	-3.46353e-05	0.748087	-21.2674       204
63	0	0	-3.51128e-05	0.732139	019.8579       87
64	0	0	-6.07101e-05	0.705804	-22.8384       0
65	0	0	0	0	0	189
66	0	0	0	0	0	114
67	0	0	0	0	0	111
68	0	0	0	0	0	102
69	0	0	0	0	0	0
70	0	0	0	0	0	0
71	0	0	0	0	0	171
72	0	0	0	0	0	0
73	0	0	0	0	0	252
74	0	0	0	0	0	186
75	0	0	0	0	0	165
76	0	0	0	0	0	162
77	0	0	0	0	0	246
78	0	0	0	0	0	231
79	0	0	0	0	0	243
80	0	0	0	0	0	69
81	0	0	-0.000187577	0.654606	-3.96053       90
82	0	0	8.78897e-06	0.590048	15.0495        78
83	0	0	-0.000103457	0.686718	01.48117       66
84	0	0	-0.000340307	0.751074	01.69977       87
85	0	0	-5.25745e-05	0.669445	027.6951       60
86	0	0	-5.40743e-05	0.726295	00.140271      66
87	0	0	-0.000245787	0.748645	03.25544       72
88	0	0	-9.06245e-05	0.624326	00.00304201    69
89	0	0	-0.000173953	0.695526	066.8351       66
90	0	0	-0.000114405	0.732872	03.09249       69
91	0	0	-0.000366911	0.734233	03.22312       48
92	0	0	-0.000262601	0.750975	03.57731       48
93	0	0	-0.000109041	0.715293	04.01618       57
94	0	0	-0.00023357	0.71816 	00.254133      96
95	0	0	-0.000101488	0.67034 	05.34648       63
96	0	0	-6.64469e-05	0.704543	5.59285        60
